compound_cid	compound_predicted_score	target_range	target_relevance	average_relevance
CID_11074101	0.62	P10275 > 0.59	0.0030828220530603728	0.0017174515235457064
CID_34458	0.69	0.47 < P10275 <= 0.59	0.0026541448818370337	0.0019113573407202214
CID_10403199	0.8	0.36 < P10275 <= 0.47	-0.0022307430251318925	0.00221606648199446
CID_8418	0.69281993006993	P10275 <= 0.36	-0.0039493022023325925	0.001919168781357147
CID_3025	0.74	P10275 <= 0.36	-0.0019392468544382035	0.002049861495844875
CID_107377	0.77	P10275 <= 0.36	0.002412711543919141	0.002132963988919668
CID_74990	0.71	0.47 < P10275 <= 0.59	0.004349504931141518	0.001966759002770083
CID_15787	0.87	P10275 > 0.59	0.0025886381201080146	0.002409972299168975
CID_12477	0.7633333333333334	P10275 > 0.59	0.0020490333394392584	0.0021144967682363808
CID_5756	0.86	P10275 > 0.59	0.008395580014519153	0.0023822714681440444
CID_37175	0.83	P10275 > 0.59	0.0033631114611885034	0.0022991689750692518
CID_62351	0.62	0.47 < P10275 <= 0.59	0.0015541860489592483	0.0017174515235457064
CID_2391	0.77	0.36 < P10275 <= 0.47	0.003356788456500361	0.002132963988919668
CID_11830	0.73	0.47 < P10275 <= 0.59	-0.0017587482297428912	0.0020221606648199446
CID_60196414	0.6361904761904761	P10275 > 0.59	0.003524518961028753	0.0017623004880622606
CID_9444	0.67	0.36 < P10275 <= 0.47	0.004156070688007994	0.0018559556786703602
CID_5585	0.73	P10275 <= 0.36	-0.0002787319999543423	0.0020221606648199446
CID_14708	0.78	P10275 > 0.59	-0.0013372670255514766	0.0021606648199445984
CID_25146	0.7366666666666666	P10275 > 0.59	0.0046705512256596535	0.0020406278855032317
CID_5280343	0.86	P10275 <= 0.36	-0.0011763334264590182	0.0023822714681440444
CID_36870	0.7666666666666666	0.47 < P10275 <= 0.59	-0.0004634218833212613	0.002123730378578024
CID_76716	0.92	0.36 < P10275 <= 0.47	0.003952352961740456	0.002548476454293629
CID_10342051	0.8233333333333333	P10275 > 0.59	0.005784210339353968	0.0022807017543859647
CID_77547	0.61	P10275 <= 0.36	0.0013629721073327283	0.0016897506925207756
CID_67114	0.622	0.47 < P10275 <= 0.59	0.002930757016415167	0.0017229916897506924
CID_92387	0.66	P10275 > 0.59	0.0016860879178933253	0.0018282548476454294
CID_11381	1.0	P10275 <= 0.36	-0.0022274320719028596	0.002770083102493075
CID_6014	0.86	0.47 < P10275 <= 0.59	0.0010841484188901256	0.0023822714681440444
CID_86412	0.66	0.36 < P10275 <= 0.47	-0.003755975011734825	0.0018282548476454294
CID_13266	0.72	0.36 < P10275 <= 0.47	0.0013071440858999236	0.0019944598337950136
CID_104609	0.75	0.47 < P10275 <= 0.59	0.0002455038443748412	0.002077562326869806
CID_16682738	0.68	0.47 < P10275 <= 0.59	0.002401707664130223	0.001883656509695291
CID_5355079	0.75	0.36 < P10275 <= 0.47	0.0030647775082404734	0.002077562326869806
CID_10693	0.3309660894660894	P10275 > 0.59	-0.0012521934293620856	0.0009168035719282255
CID_77328	0.69	0.47 < P10275 <= 0.59	0.00245397054551285	0.0019113573407202214
CID_13271	0.75	0.47 < P10275 <= 0.59	-0.003581712824380203	0.002077562326869806
CID_2333	0.85	0.36 < P10275 <= 0.47	-0.001147141807319207	0.0023545706371191134
CID_8814	0.67	0.36 < P10275 <= 0.47	0.005548705506858438	0.0018559556786703602
CID_21218	0.5366666666666666	P10275 > 0.59	0.008023458348729862	0.0014866112650046167
CID_93335	0.74	0.36 < P10275 <= 0.47	0.008081576985102982	0.002049861495844875
CID_5897	0.81	P10275 <= 0.36	0.005525406941888357	0.0022437673130193906
CID_6610	0.76	0.36 < P10275 <= 0.47	0.002479222566539463	0.002105263157894737
CID_656641	0.66	P10275 <= 0.36	0.0039035170705738692	0.0018282548476454294
CID_2734229	0.99	P10275 > 0.59	0.012152659825135775	0.002742382271468144
CID_5282215	0.68	0.36 < P10275 <= 0.47	0.0015332903508648837	0.001883656509695291
CID_2448	0.75	P10275 > 0.59	0.002943635449563228	0.002077562326869806
CID_22086	0.85	0.36 < P10275 <= 0.47	0.00472722480896259	0.0023545706371191134
CID_60196364	0.67	0.36 < P10275 <= 0.47	0.003977447239875462	0.0018559556786703602
CID_86298	0.8366666666666667	P10275 > 0.59	0.002896970386420545	0.0023176361957525393
CID_23665583	0.7166666666666667	0.36 < P10275 <= 0.47	0.0008965087328675913	0.0019852262234533705
CID_7175	0.78	P10275 <= 0.36	0.0026677498606948835	0.0021606648199445984
CID_66573	0.87	P10275 > 0.59	0.0007562840067057599	0.002409972299168975
CID_13709	0.7	0.36 < P10275 <= 0.47	-0.0006189064300517348	0.0019390581717451522
CID_6979	0.8433333333333334	P10275 > 0.59	0.002699809391196623	0.0023361034164358263
CID_5280795	0.72	P10275 > 0.59	0.0020856827651412097	0.0019944598337950136
CID_9938056	0.75	0.47 < P10275 <= 0.59	0.0030044327523997784	0.002077562326869806
CID_47936	0.76	0.36 < P10275 <= 0.47	0.0009100677240079043	0.002105263157894737
CID_150311	0.805	P10275 > 0.59	0.002750146797992181	0.0022299168975069253
CID_1547484	0.68	P10275 > 0.59	0.00776756922890493	0.001883656509695291
CID_6777	0.74	P10275 <= 0.36	0.002023714804864063	0.002049861495844875
CID_22544	0.71	P10275 > 0.59	0.0013610680319840578	0.001966759002770083
CID_31239	0.99	P10275 > 0.59	0.006603004461593965	0.002742382271468144
CID_54840	0.19	0.36 < P10275 <= 0.47	-0.0005275810128103666	0.0005263157894736842
CID_700999	0.5075	P10275 <= 0.36	0.0032445133571667667	0.0014058171745152353
CID_4506	0.1	0.47 < P10275 <= 0.59	0.0036186188107508424	0.0002770083102493075
CID_91757	0.09	P10275 > 0.59	-0.0003896828706488431	0.0002493074792243767
CID_5702167	0.3	0.47 < P10275 <= 0.59	0.001517893338483471	0.0008310249307479224
CID_170530	0.31814285714285717	P10275 > 0.59	0.0003251587910684643	0.0008812821527502968
CID_5881	0.74	P10275 > 0.59	0.0015925618153755025	0.002049861495844875
CID_60196373	0.04	0.47 < P10275 <= 0.59	-0.0017172307446732286	0.000110803324099723
CID_23347	0.10666666666666667	0.47 < P10275 <= 0.59	-0.0013529177041239292	0.00029547553093259467
CID_1268142	0.39	P10275 > 0.59	0.004868314778145124	0.0010803324099722992
CID_70038	0.754	P10275 <= 0.36	-4.5543292847563196e-05	0.0020886426592797783
CID_4130	0.6575	0.47 < P10275 <= 0.59	-0.0007333886894367163	0.0018213296398891965
CID_17279	0.8211143578643578	P10275 > 0.59	0.0043051327991194075	0.002274555007934509
CID_10241	0.7	0.36 < P10275 <= 0.47	0.000832765872639302	0.0019390581717451522
CID_3610	0.34	P10275 <= 0.36	0.0028385877183491805	0.0009418282548476455
CID_9880	0.42	P10275 > 0.59	0.00911345305432083	0.0011634349030470914
CID_13231	0.5802142857142857	P10275 > 0.59	-0.0023678467783476006	0.0016072417886822319
CID_75893	0.8433333333333334	P10275 > 0.59	0.009001653684751537	0.0023361034164358263
CID_10113978	0.19	P10275 <= 0.36	-0.0034560675044739285	0.0005263157894736842
CID_13789	0.4	P10275 > 0.59	-0.0024272883102225214	0.00110803324099723
CID_88365	0.35376190476190467	P10275 > 0.59	0.0008888769614152076	0.0009799498746867164
CID_71645	0.7425	P10275 <= 0.36	0.0007111130140913629	0.002056786703601108
CID_2775940	0.3867272727272727	P10275 > 0.59	0.0016783953005511671	0.001071266683455049
CID_25152	0.22	P10275 > 0.59	0.0022239562644093083	0.0006094182825484765
CID_41381	0.45	P10275 > 0.59	-0.0020476464534360883	0.0012465373961218836
CID_38779	0.75	0.36 < P10275 <= 0.47	0.004005956105391858	0.002077562326869806
CID_76619	0.38333333333333336	P10275 > 0.59	0.0009824832996347282	0.0010618651892890121
CID_55245	0.25	0.47 < P10275 <= 0.59	0.006444389334886301	0.0006925207756232687
CID_64139	0.465	P10275 > 0.59	0.003517138574055266	0.00128808864265928
CID_11048796	0.375	0.36 < P10275 <= 0.47	0.004964252952125838	0.001038781163434903
CID_6197	0.11	P10275 <= 0.36	0.0012298318760543116	0.00030470914127423825
CID_15533	0.17	P10275 > 0.59	0.00016191002395733408	0.00047091412742382275
CID_54778	0.38	P10275 > 0.59	-0.0005958912450447816	0.0010526315789473684
CID_13765	0.56	P10275 > 0.59	-0.006424498234248244	0.001551246537396122
CID_36663	0.36	P10275 > 0.59	-0.004243120443373558	0.0009972299168975068
CID_70425	0.63	P10275 <= 0.36	0.0028724270828318394	0.0017451523545706372
CID_3015167	0.91	P10275 > 0.59	0.0015249745243054085	0.002520775623268698
CID_10212	0.38	P10275 <= 0.36	0.00014535260687193325	0.0010526315789473684
CID_31475	0.3875	P10275 <= 0.36	0.003770779530418713	0.0010734072022160666
CID_22601	0.13	P10275 > 0.59	0.005606952992021449	0.00036011080332409975
CID_71777	0.35	0.36 < P10275 <= 0.47	-0.004096281996702644	0.0009695290858725761
CID_969494	0.3	0.47 < P10275 <= 0.59	-0.0021352832196747176	0.0008310249307479224
CID_2347	0.1425	P10275 <= 0.36	-0.002716493089414304	0.00039473684210526315
CID_6867	0.5	P10275 <= 0.36	0.004481119961872878	0.0013850415512465374
CID_16584	0.07791666666666666	P10275 > 0.59	0.0035668078739603923	0.00021583564173591874
CID_11437710	0.4725	P10275 > 0.59	0.002149531873657811	0.0013088642659279778
CID_150762	0.53	P10275 > 0.59	-0.0013555777541853424	0.0014681440443213298
CID_16682953	0.66	0.36 < P10275 <= 0.47	0.0036284838130731896	0.0018282548476454294
CID_7568	0.635	0.47 < P10275 <= 0.59	-0.0023587507522779454	0.0017590027700831025
CID_608116	0.93	P10275 <= 0.36	0.00012167730222917346	0.00257617728531856
CID_60196351	0.13	0.47 < P10275 <= 0.59	0.0010774657815163335	0.00036011080332409975
CID_7589	0.02	P10275 <= 0.36	-0.0020624110057105177	5.54016620498615e-05
CID_10208	0.5	P10275 <= 0.36	-0.0022916013413297087	0.0013850415512465374
CID_14709	0.68	P10275 > 0.59	0.0025301676641682094	0.001883656509695291
CID_178144	0.06	0.36 < P10275 <= 0.47	-0.0017950406694730748	0.00016620498614958447
CID_17038	0.8	P10275 > 0.59	0.008835229739385267	0.00221606648199446
CID_93118	0.74	P10275 <= 0.36	-0.001546780914762202	0.002049861495844875
CID_21694	0.23	P10275 > 0.59	0.004249307681691116	0.0006371191135734072
CID_1548943	0.03	P10275 <= 0.36	-0.0019232382723247858	8.310249307479224e-05
CID_62379	0.98	P10275 > 0.59	0.001857269972324884	0.002714681440443213
CID_17891	0.23	P10275 <= 0.36	-0.0004429251462020993	0.0006371191135734072
CID_208908	0.22	0.47 < P10275 <= 0.59	-0.0011859634257435595	0.0006094182825484765
CID_5284469	0.19714285714285715	P10275 > 0.59	0.006101196553380633	0.0005461020973486347
CID_6621	0.7833333333333334	0.47 < P10275 <= 0.59	0.007943687990838291	0.0021698984302862424
CID_2734175	0.41115584415584416	P10275 > 0.59	-0.0018343963437740197	0.00113893585638738
CID_5506	0.8	P10275 <= 0.36	0.0012264009986388607	0.00221606648199446
CID_18980	0.084	0.36 < P10275 <= 0.47	-0.0017652378311375481	0.0002326869806094183
CID_19042	0.22	0.47 < P10275 <= 0.59	-0.0021768211995918307	0.0006094182825484765
CID_644213	0.34	P10275 > 0.59	0.001492266608263619	0.0009418282548476455
CID_2769	0.38	0.47 < P10275 <= 0.59	0.001698120888963861	0.0010526315789473684
CID_11803	0.705	0.47 < P10275 <= 0.59	0.006433238015251394	0.0019529085872576177
CID_17113	0.25	0.36 < P10275 <= 0.47	0.004867920333377054	0.0006925207756232687
CID_12358480	0.705	P10275 > 0.59	0.005987127061227783	0.0019529085872576177
CID_104827	0.595	0.36 < P10275 <= 0.47	-0.004438417540508413	0.0016481994459833795
CID_6799	0.8800000000000001	0.47 < P10275 <= 0.59	0.002687249974036047	0.002437673130193906
CID_87323	0.12833333333333333	P10275 > 0.59	0.00013003375250188252	0.00035549399815327793
CID_4499	0.56	P10275 > 0.59	-0.0029697744103544697	0.001551246537396122
CID_79717	0.77	P10275 <= 0.36	0.0016149180766659448	0.002132963988919668
CID_456201	0.49666666666666665	0.47 < P10275 <= 0.59	-0.0036757144828340528	0.0013758079409048937
CID_121035	0.315	P10275 > 0.59	0.0034985806846041983	0.0008725761772853186
CID_7543	0.7125	0.47 < P10275 <= 0.59	0.001303719690620992	0.001973684210526316
CID_66067	0.5366666666666666	0.47 < P10275 <= 0.59	0.005050661624467845	0.0014866112650046167
CID_31423	0.69281993006993	P10275 <= 0.36	0.00028815074690737214	0.001919168781357147
CID_6796	0.03	0.47 < P10275 <= 0.59	0.002663272559069922	8.310249307479224e-05
CID_5282433	0.245	0.47 < P10275 <= 0.59	-0.002646303681295945	0.0006786703601108033
CID_3339	0.57	0.36 < P10275 <= 0.47	0.003726274721557782	0.0015789473684210526
CID_2078	0.57	0.47 < P10275 <= 0.59	-0.0008291086377213786	0.0015789473684210526
CID_47471	0.66	P10275 <= 0.36	0.004121320420512516	0.0018282548476454294
CID_116814	0.21	0.47 < P10275 <= 0.59	0.0004200141251785348	0.0005817174515235457
CID_8305	0.625	0.47 < P10275 <= 0.59	0.0008592014811485431	0.0017313019390581717
CID_1967	0.15666666666666665	0.47 < P10275 <= 0.59	0.002546264235443865	0.0004339796860572483
CID_16932	0.3953412698412698	P10275 <= 0.36	-0.0033314811446288443	0.0010951281713054565
CID_7328	0.85	0.36 < P10275 <= 0.47	0.005824216669643999	0.0023545706371191134
CID_71717	0.49833333333333335	P10275 > 0.59	0.0035235126010036396	0.0013804247460757156
CID_27582	0.1084659507159507	P10275 > 0.59	-0.004264725590712901	0.0003004596972741017
CID_103005	0.38	P10275 > 0.59	-0.005104258022455497	0.0010526315789473684
CID_4292413	0.09	P10275 > 0.59	-0.0027641430930591916	0.0002493074792243767
CID_3019305	0.41	0.47 < P10275 <= 0.59	0.0019959319855587837	0.0011357340720221606
CID_68570	0.86	P10275 > 0.59	0.0044054383192237995	0.0023822714681440444
CID_6537506	0.4551666666666667	P10275 > 0.59	0.004103556281850241	0.0012608494921514315
CID_7091	0.7195	P10275 <= 0.36	0.0030200284797994087	0.001993074792243767
CID_7271	0.1084659507159507	P10275 > 0.59	0.0004586780646733454	0.0003004596972741017
CID_7062	0.21	0.47 < P10275 <= 0.59	-0.001099085524122682	0.0005817174515235457
CID_31315	0.405	P10275 > 0.59	-0.0020054938203421233	0.0011218836565096953
CID_12472902	0.46916666666666657	P10275 <= 0.36	0.002371518616801987	0.0012996306555863339
CID_9300	0.5266666666666666	P10275 > 0.59	-0.000745090278056663	0.0014589104339796858
CID_338733	0.28350000000000003	P10275 <= 0.36	0.0028618949452484	0.0007853185595567868
CID_17273	0.51	0.36 < P10275 <= 0.47	-0.0016786684954740293	0.0014127423822714682
CID_9147	0.3214021534021535	0.36 < P10275 <= 0.47	0.002341266990172921	0.0008903106742441925
CID_5280863	0.28	P10275 <= 0.36	-0.0012770559298328852	0.000775623268698061
CID_526624	0.06	0.47 < P10275 <= 0.59	0.0025572436298959204	0.00016620498614958447
CID_517383	0.6	P10275 <= 0.36	-0.0006179704840825156	0.0016620498614958448
CID_243274	0.48	P10275 > 0.59	-0.00135238099429596	0.0013296398891966758
CID_16220111	0.09666666666666666	P10275 > 0.59	0.003731853525092638	0.00026777469990766386
CID_3589	0.6361904761904761	P10275 > 0.59	0.001601825985375063	0.0017623004880622606
CID_166480	0.36	0.36 < P10275 <= 0.47	-0.0008923892379622292	0.0009972299168975068
CID_11764	0.775	0.47 < P10275 <= 0.59	0.0015724614970212217	0.002146814404432133
CID_61948	0.22	P10275 > 0.59	0.0011883056635888264	0.0006094182825484765
CID_22704	0.33	0.36 < P10275 <= 0.47	0.001685758664416984	0.0009141274238227147
CID_10219	0.53	0.36 < P10275 <= 0.47	0.0016297416073087795	0.0014681440443213298
CID_6868	0.04	P10275 <= 0.36	-0.007095924034281854	0.000110803324099723
CID_81259	0.69	P10275 <= 0.36	0.001643263448325691	0.0019113573407202214
CID_16682834	0.15	0.47 < P10275 <= 0.59	-0.001451041083764025	0.0004155124653739612
CID_77080	0.77	P10275 > 0.59	0.0016524049028991885	0.002132963988919668
CID_5480	0.22	0.47 < P10275 <= 0.59	0.001007134679838998	0.0006094182825484765
CID_6084	0.44333333333333336	0.47 < P10275 <= 0.59	0.005467631073464894	0.0012280701754385965
CID_8407	0.7	0.36 < P10275 <= 0.47	0.0049358115239996	0.0019390581717451522
CID_6291	0.6366666666666667	P10275 > 0.59	0.0009396163254463403	0.0017636195752539245
CID_36159	0.4551666666666667	P10275 > 0.59	-0.001204561139961916	0.0012608494921514315
CID_41385	0.25	0.36 < P10275 <= 0.47	0.0032479658071084055	0.0006925207756232687
CID_60196294	0.3214285714285714	P10275 > 0.59	0.005382089431991646	0.0008903838543727739
CID_51082	0.28	P10275 <= 0.36	-0.0004287695617277267	0.000775623268698061
CID_92855	0.68	P10275 > 0.59	0.0035476685399917565	0.001883656509695291
CID_6604495	0.13	P10275 <= 0.36	0.0021825581608847086	0.00036011080332409975
CID_92873	0.27	0.36 < P10275 <= 0.47	-0.0018400777800659008	0.0007479224376731302
CID_17693	0.4816666666666667	0.47 < P10275 <= 0.59	0.0042525865803263625	0.0013342566943674978
CID_62210	0.48	0.47 < P10275 <= 0.59	0.0024978834825474727	0.0013296398891966758
CID_14589	0.5792857142857143	P10275 <= 0.36	-0.0037321857118405915	0.0016046695686584883
CID_104741	0.32	0.47 < P10275 <= 0.59	0.0013267973290886305	0.000886426592797784
CID_49381	0.46	P10275 > 0.59	0.0016731059111900475	0.0012742382271468144
CID_78435	0.05	P10275 <= 0.36	-0.005521996060381007	0.00013850415512465375
CID_60810	0.34	P10275 > 0.59	-0.0002571863621544055	0.0009418282548476455
CID_11767	0.23	P10275 > 0.59	-0.0021552910389701706	0.0006371191135734072
CID_137895	0.04	P10275 > 0.59	-0.005747559947447801	0.000110803324099723
CID_115367	0.23	0.47 < P10275 <= 0.59	0.007470490306971783	0.0006371191135734072
CID_40520	0.29	0.47 < P10275 <= 0.59	-0.0010409915417281365	0.0008033240997229916
CID_62829	0.58	P10275 > 0.59	0.007684843085369352	0.0016066481994459832
CID_41384	0.12	P10275 > 0.59	-0.0050619039095127	0.00033240997229916895
CID_457193	0.13	P10275 <= 0.36	0.0006078222993762395	0.00036011080332409975
CID_235227	0.38	0.47 < P10275 <= 0.59	0.0013583845259155546	0.0010526315789473684
CID_6778	0.21	P10275 <= 0.36	9.24055965308366e-05	0.0005817174515235457
CID_91754	0.31	0.47 < P10275 <= 0.59	-0.002165551984722249	0.0008587257617728532
CID_586708	0.745	P10275 <= 0.36	0.000720977353540072	0.002063711911357341
CID_162461	0.6266666666666667	0.36 < P10275 <= 0.47	-0.0003898701005184374	0.0017359187442289937
CID_118703	0.31	P10275 > 0.59	0.00219187303079632	0.0008587257617728532
CID_6641	0.41	P10275 <= 0.36	0.0036396363269651567	0.0011357340720221606
CID_7430	0.642547619047619	P10275 > 0.59	0.006632663784350445	0.0017799103020709668
CID_11933	0.8766666666666666	P10275 > 0.59	-0.00011956855796378175	0.002428439519852262
CID_173636	0.215	P10275 > 0.59	-0.0012522900134987346	0.0005955678670360111
CID_4616	0.24833333333333335	P10275 > 0.59	0.00437091606447027	0.0006879039704524469
CID_16212610	0.6841666666666667	P10275 > 0.59	0.004909797031386609	0.0018951985226223454
CID_7638	0.73	P10275 <= 0.36	0.0045373961498860775	0.0020221606648199446
CID_73665	0.3	0.47 < P10275 <= 0.59	0.003183460687835145	0.0008310249307479224
CID_89440	0.24	0.47 < P10275 <= 0.59	0.0019948667205693933	0.0006648199445983379
CID_22833294	0.4131428571428571	P10275 > 0.59	0.004285708071188807	0.0011444400474871388
CID_2950	0.75	P10275 <= 0.36	0.00307344936450318	0.002077562326869806
CID_6527	0.48	P10275 <= 0.36	-0.004324226860951408	0.0013296398891966758
CID_15981450	0.39	P10275 > 0.59	0.0024286664162205098	0.0010803324099722992
CID_3023	0.5566666666666666	0.36 < P10275 <= 0.47	0.001031348133793246	0.0015420129270544783
CID_3444	0.85	P10275 > 0.59	0.004204423482821204	0.0023545706371191134
CID_60196379	0.78	P10275 > 0.59	-0.006186720680222846	0.0021606648199445984
CID_4211	0.7733055555555555	P10275 > 0.59	0.004729010970427491	0.002142120652508464
CID_123631	0.46	0.47 < P10275 <= 0.59	4.501739154572337e-05	0.0012742382271468144
CID_168884	0.18600000000000003	P10275 > 0.59	-0.0015435600114871574	0.000515235457063712
CID_20749	0.28	P10275 > 0.59	-5.7511776158886726e-05	0.000775623268698061
CID_8995	0.295	P10275 > 0.59	0.0045046526254338606	0.000817174515235457
CID_223368	0.7091666666666666	0.36 < P10275 <= 0.47	0.002676167650934584	0.001964450600184672
